Compound_ID,SMILES,InChIKey,Insecticidal_Active,ChEMBL_ID,N_Assay_Records,Best_pChEMBL,Median_pChEMBL,Target_Organisms,Source
EXT_00351,Nc1ccc(S(N)(=O)=O)cc1Cl,LFIOFZKZCDMGFG-UHFFFAOYSA-N,0,CHEMBL7092,1,4.91,4.91,Anopheles gambiae,ChEMBL
EXT_00352,COc1cc(O)c2c(c1C)C(C)C(O)(COC(=O)c1ccc(O)c(CC=C(C)C)c1)OC2=O,LHROABAUHBYOHP-UHFFFAOYSA-N,1,CHEMBL2269235,1,7.06,7.06,Musca domestica,ChEMBL
EXT_00353,O=C1c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2CC1F,LJJDVRIWWXGNQS-UHFFFAOYSA-N,1,CHEMBL206190,1,6.5,6.5,Musca domestica,ChEMBL
EXT_00354,CCCCCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,LJKDYBDUENVZQS-UHFFFAOYSA-N,1,CHEMBL2286442,1,5.45,5.45,Spodoptera littoralis,ChEMBL
EXT_00355,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1Cl,LJLPDLHRHNGALA-UHFFFAOYSA-N,0,CHEMBL2286742,1,,,Drosophila melanogaster,ChEMBL
EXT_00356,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,LJOYGVJNQBYUDA-UHFFFAOYSA-N,1,CHEMBL2286751,2,7.29,5.859999999999999,"Drosophila melanogaster,Spodoptera frugiperda",ChEMBL
EXT_00357,COC(=O)CCc1nc(-c2ccccc2)no1,LKSFAERIDQFYIR-UHFFFAOYSA-N,1,CHEMBL2442687,1,,,Aedes aegypti,ChEMBL
EXT_00358,O=C(O)CCCc1nc(-c2ccc(I)cc2)no1,LLBGUCZJOVFEKY-UHFFFAOYSA-N,1,CHEMBL2442680,2,,,Aedes aegypti,ChEMBL
EXT_00359,CCN(CC)C(=S)S,LMBWSYZSUOEYSN-UHFFFAOYSA-N,1,CHEMBL107217,2,6.18,5.904999999999999,Drosophila melanogaster,ChEMBL
EXT_00360,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C(=O)C(CO)=C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CC/C=C\CCCCC,LMPYJGSTISXWRJ-XEWZUCQDSA-N,1,CHEMBL5201528,1,,,Plutella xylostella,ChEMBL
EXT_00361,Cc1ccc(S(N)(=O)=O)cc1,LMYRWZFENFIFIT-UHFFFAOYSA-N,0,CHEMBL574,1,4.91,4.91,Anopheles gambiae,ChEMBL
EXT_00362,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,LNPDTQAFDNKSHK-UHFFFAOYSA-N,1,CHEMBL865,1,6.79,6.79,Anopheles gambiae,ChEMBL
EXT_00363,O=[N+]([O-])/N=C1\NCOCN1Cc1cnc(Cl)s1,LOXCNVOJGRNBFX-UHFFFAOYSA-N,1,CHEMBL2269822,3,7.96,7.8,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00364,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@H]12,LSGOTAXPWMCUCK-RYUDHWBXSA-N,0,CHEMBL359788,2,4.37,4.37,Plutella xylostella,ChEMBL
EXT_00365,CCCCCC[S+]([O-])CC(=O)C(F)(F)F,LSJUTEXGKKBNFU-UHFFFAOYSA-N,1,CHEMBL155396,1,5.85,5.85,Drosophila melanogaster,ChEMBL
EXT_00366,CCCCOCCOc1ccc(CC(C)C)cc1,LSMHMUILGQCONY-UHFFFAOYSA-N,1,CHEMBL2272180,1,6.44,6.44,Culex pipiens,ChEMBL
EXT_00367,C=CC(C)(O)C#N,LSPINEDXJRUDKO-UHFFFAOYSA-N,1,CHEMBL2271404,1,,,Musca domestica,ChEMBL
EXT_00368,CCO/N=C/CCOc1ccc(CC(C)(C)C)cc1,LTFJIEHDHHICQM-GZTJUZNOSA-N,1,CHEMBL2272170,1,8.57,8.57,Culex pipiens,ChEMBL
EXT_00369,CCCOCCCOc1ccc(Oc2ccccc2)cc1,LVHZXDFAVDDALO-UHFFFAOYSA-N,1,CHEMBL2272146,1,9.47,9.47,Culex pipiens,ChEMBL
EXT_00370,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(Cl)nn1-c1ncccc1Cl,LVJYTMAGIHHUQG-UHFFFAOYSA-N,1,CHEMBL437018,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00371,S=C(S)NCCCn1ccnc1,LVVZDKOVBRQLRL-UHFFFAOYSA-N,1,CHEMBL2334361,2,9.05,8.335,Drosophila melanogaster,ChEMBL
EXT_00372,CCCc1ccc(Oc2ccc(OC/C=N/OCC)cc2)cc1,LWDWUQOIYYAPDA-XSFVSMFZSA-N,1,CHEMBL2271472,1,6.36,6.36,Culex pipiens,ChEMBL
EXT_00373,COc1ccc(NC(S)=NCCN2CCC(C)CC2)cc1Cl,LWULRPYIMPIYQD-UHFFFAOYSA-N,1,CHEMBL1340607,2,6.02,5.32,Anopheles gambiae,ChEMBL
EXT_00374,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1[N+](=O)[O-],LXCJEBDJFVKIAM-UHFFFAOYSA-N,1,CHEMBL2286739,2,5.96,5.385,Drosophila melanogaster,ChEMBL
EXT_00375,CCCCCCOCC(=O)C(F)(F)F,LYFHIZKUSAXSSM-UHFFFAOYSA-N,1,CHEMBL421992,1,7.08,7.08,Drosophila melanogaster,ChEMBL
EXT_00376,O=[N+]([O-])C=C1NCCCS1,LZTIMERBDGGAJD-UHFFFAOYSA-N,1,CHEMBL3138618,1,5.33,5.33,Drosophila melanogaster,ChEMBL
EXT_00377,COCCCCCOc1ccc(Oc2ccccc2)cc1,MAFDEVUGGJLURF-UHFFFAOYSA-N,1,CHEMBL2271772,1,6.42,6.42,Culex pipiens,ChEMBL
EXT_00378,CCCCCCS(=O)(=O)CC(=O)C(F)(F)F,MAGOHNFKWBKUKQ-UHFFFAOYSA-N,1,CHEMBL155621,1,6.83,6.83,Drosophila melanogaster,ChEMBL
EXT_00379,CCCCC/C=C/C=C/C(=O)NCC(C)C,MAGQQZHFHJDIRE-BNFZFUHLSA-N,1,CHEMBL271242,1,,,Aedes aegypti,ChEMBL
EXT_00380,NC(=S)N/N=C/COc1cccc(Cl)c1Cl,MCRQFILNDVVNDS-YIXHJXPBSA-N,1,CHEMBL3589427,1,,,Aedes aegypti,ChEMBL
EXT_00381,CNCc1cccnc1,MCSAQVGDZLPTBS-UHFFFAOYSA-N,0,CHEMBL357101,1,,,Musca domestica,ChEMBL
EXT_00382,C=CC(C#N)OC(C)=O,MEHLEOUIWVWVBF-UHFFFAOYSA-N,1,CHEMBL2271401,1,,,Musca domestica,ChEMBL
EXT_00383,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(Cl)cc1,MEPJCQOWCCADRL-IERDGZPVSA-N,1,CHEMBL300573,1,6.01,6.01,Aedes aegypti,ChEMBL
EXT_00384,COc1ccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)cc1,MIEGTLCGWZYDRN-QRQCRPRQSA-N,1,CHEMBL56663,1,5.94,5.94,Aedes aegypti,ChEMBL
EXT_00385,OCCN1CCN(c2nccc(Nc3ccc(-c4ccccc4)cc3)n2)CC1,MIGYHYGLNSMSCY-UHFFFAOYSA-N,0,CHEMBL4474234,1,,,Aedes aegypti,ChEMBL
EXT_00386,Cc1cn(CCCCCCOC(c2ccccc2)(c2ccccc2)c2cc[n+](C)cc2)c(=O)[nH]c1=O,MIKIBCYBICWOMD-UHFFFAOYSA-O,0,CHEMBL438603,1,4.54,4.54,Drosophila melanogaster,ChEMBL
EXT_00387,CCO/N=C/CCOc1ccc(CC(CC)CC)cc1,MISJZDTURCBDBG-LDADJPATSA-N,1,CHEMBL2272181,1,9.53,9.53,Culex pipiens,ChEMBL
EXT_00388,C=C1C(C)=C(C#N)C(=O)N1c1cc(Cl)cc(Cl)c1,MIVMWMWJXZIPMS-UHFFFAOYSA-N,0,CHEMBL1253760,1,4.56,4.56,Lucilia cuprina,ChEMBL
EXT_00389,CCC(C)n1cc(C(=O)CF)cn1,MKFBTCMZCVVDQG-UHFFFAOYSA-N,1,CHEMBL3623563,2,5.56,5.55,Anopheles gambiae,ChEMBL
EXT_00390,C[N+]1(C)CCN(c2ccccc2)CC1,MKGIQRNAGSSHRV-UHFFFAOYSA-N,0,CHEMBL134752,1,4.06,4.06,Musca domestica,ChEMBL
EXT_00391,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cnc(C(F)(F)F)nc1C,MNPMTNVGBQQTFT-UHFFFAOYSA-N,0,CHEMBL197645,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00392,O=c1[nH]c(=O)n([C@H]2C[C@H](n3cc(-c4ccc(Cl)cc4)nn3)[C@@H](CO)O2)cc1/C=C/Br,MNYPSYJHVXNBMF-CGXZTUQUSA-N,1,CHEMBL1091988,1,6.34,6.34,Drosophila melanogaster,ChEMBL
EXT_00393,CN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4)cc3)CC2)CC1,MOQQZFPQHVEHKY-UHFFFAOYSA-N,1,CHEMBL4285972,3,6.62,6.6,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00394,CCc1ccc(C(=O)NC2(C(=O)c3cc(C)cc(C)c3)CCCCC2)cc1,MPAAOUUFYCEANT-UHFFFAOYSA-N,1,CHEMBL55108,1,6.92,6.92,Spodoptera littoralis,ChEMBL
EXT_00395,CNC(=O)Oc1cccc(OCCCCOc2cccc([N+](=O)[O-])c2)c1,MPGJVJWTKLDDFO-UHFFFAOYSA-N,0,CHEMBL2230093,1,4.92,4.92,Musca domestica,ChEMBL
EXT_00396,CC(C)CCC(O)C(C)(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC21C,MPYAIDWTDSTPEU-UHFFFAOYSA-N,0,CHEMBL3138491,1,4.38,4.38,Drosophila melanogaster,ChEMBL
EXT_00397,O=[N+]([O-])/N=C1/NCCN1Cc1cnc(Cl)c(F)c1,MPZGGXWUKCTBTO-UHFFFAOYSA-N,1,CHEMBL2271129,1,7.48,7.48,Musca domestica,ChEMBL
EXT_00398,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])c1,MQBUSAOPFBSBFZ-WVMMTVHUSA-N,1,CHEMBL2252503,1,5.56,5.56,Musca domestica,ChEMBL
EXT_00399,CC(C)(C)OC(=O)NCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,MQFTYOSSTNGEII-LKFLUANLSA-N,0,CHEMBL398594,1,,,Drosophila melanogaster,ChEMBL
EXT_00400,COc1cccc(C2CNP(=S)(OC)O2)c1,MQVBBKCDXARUPM-UHFFFAOYSA-N,0,CHEMBL2289019,1,,,Tribolium castaneum,ChEMBL
EXT_00401,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)c(-c2ccccc2)c1,MUPHCSPQJDQVNT-UHFFFAOYSA-N,1,CHEMBL2287958,1,5.19,5.19,Musca domestica,ChEMBL
EXT_00402,Cc1ccc(C(=O)N2c3ccccc3[C@@H](Nc3ccccc3)C[C@H]2C)cc1,MUVUKLRYQJFDKC-GCJKJVERSA-N,1,CHEMBL60877,1,6.0,6.0,Aedes aegypti,ChEMBL
EXT_00403,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,MVMQESMQSYOVGV-HNNXBMFYSA-N,1,CHEMBL564226,2,6.29,6.234999999999999,Drosophila melanogaster,ChEMBL
EXT_00404,CCONCCCOc1ccc(CC(CC)CC)cc1,MWJZDLMYLURZEF-UHFFFAOYSA-N,1,CHEMBL2272189,1,8.43,8.43,Culex pipiens,ChEMBL
EXT_00405,CC(C)ONCCCOc1ccc(Oc2ccccc2)cc1,MWVWPDHYHUWCKX-UHFFFAOYSA-N,1,CHEMBL2271810,1,8.66,8.66,Culex pipiens,ChEMBL
EXT_00406,C=C1C(C(C)C)=C(C#N)C(=O)N1c1c(C)cc(Cl)cc1Cl,MXOQZEQHWJXKPB-UHFFFAOYSA-N,0,CHEMBL1254774,1,,,Lucilia cuprina,ChEMBL
EXT_00407,CNC(=O)Oc1cccc(OCCCCOc2ccc(C(F)(F)F)cc2)c1,MXQVCHDCVCVRKV-UHFFFAOYSA-N,0,CHEMBL2230099,1,,,Musca domestica,ChEMBL
EXT_00408,[O-][S+](CCc1ccccc1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,MXSSIIJFICBNQB-QUXRGVBESA-N,0,CHEMBL1689634,1,,,Drosophila melanogaster,ChEMBL
EXT_00409,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,MXYUKLILVYORSK-HBMCJLEFSA-N,0,CHEMBL122270,1,4.89,4.89,Musca domestica,ChEMBL
EXT_00410,CCC(CC)Cc1ccc(OCCCON=C(C)C)cc1,MYBHZQUYPMFZBP-UHFFFAOYSA-N,1,CHEMBL2272143,1,8.65,8.65,Culex pipiens,ChEMBL
EXT_00411,Cc1cn(CCCCCCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,MYFJLJCVSVNEDV-UHFFFAOYSA-N,0,CHEMBL219367,1,4.5,4.5,Drosophila melanogaster,ChEMBL
EXT_00412,CCOCCCCOc1ccc(Oc2ccccc2)cc1,MYGACSZYYWNDMZ-UHFFFAOYSA-N,1,CHEMBL2272147,1,7.93,7.93,Culex pipiens,ChEMBL
EXT_00413,c1cncc([C@@H]2CCCN2)c1,MYKUKUCHPMASKF-VIFPVBQESA-N,1,CHEMBL6200,2,5.06,5.06,Musca domestica,ChEMBL
EXT_00414,CCCN(CCC)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,MZDYABXXPZNUCT-UHFFFAOYSA-N,1,CHEMBL279453,2,8.32,8.265,Drosophila melanogaster,ChEMBL
EXT_00415,CCCCCO/N=C/COc1ccc(Cc2ccccc2)cc1,MZFWPTMYAAJTCF-KGENOOAVSA-N,1,CHEMBL2271782,1,6.72,6.72,Culex pipiens,ChEMBL
EXT_00416,CN(C)C(=S)S,MZGNSEAPZQGJRB-UHFFFAOYSA-N,1,CHEMBL569460,2,6.11,5.785,Drosophila melanogaster,ChEMBL
EXT_00417,O=C(O)CCCc1nc(-c2ccccc2)no1,MZTVBDKRHBBHNR-UHFFFAOYSA-N,0,CHEMBL1329600,2,,,Aedes aegypti,ChEMBL
EXT_00418,CC(=O)O[C@@H]1C[C@H](O)[C@@]23CO[C@@H](O)[C@]1(C)[C@@H]2C[C@@H](O)[C@]1(C)[C@@H]3C(=O)[C@H](OC(C)=O)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321,NAHTXVIXCMUDLF-RFNFAWMESA-N,1,CHEMBL503044,1,,,Spodoptera frugiperda,ChEMBL
EXT_00419,[N-]=[N+]=Nc1cc(CN2CCN/C2=N\[N+](=O)[O-])cnc1Cl,NBUHPUCUZWZCRU-UHFFFAOYSA-N,1,CHEMBL97343,1,7.82,7.82,Drosophila melanogaster,ChEMBL
EXT_00420,CCO/N=C/CCOc1ccc(Cc2cccc(C)c2)cc1,NBUUFWZFCPGXQM-UDWIEESQSA-N,1,CHEMBL2271824,1,9.86,9.86,Culex pipiens,ChEMBL
EXT_00421,COc1c(C(C)C)cc2c(c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,NCQBQRRNDYBXHO-KKSFZXQISA-N,1,CHEMBL2252751,1,,,Spodoptera littoralis,ChEMBL
EXT_00422,FC(F)(F)c1cc(Cl)c(-n2cc3c(n2)CCC3)c(Cl)c1,NDVGZMNSCFPVKF-UHFFFAOYSA-N,1,CHEMBL377727,1,7.08,7.08,Musca domestica,ChEMBL
EXT_00423,C[C@@H]1C(=O)O[C@H](C)[C@H]1C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,NEFYSBQJYCICOG-YSEUJXISSA-N,1,CHEMBL494249,1,7.21,7.21,Drosophila melanogaster,ChEMBL
EXT_00424,C=C1C(C)=C(C#N)C(=O)N1c1cc(Cl)c(C(C)(C)C)cc1Cl,NEMPXIFVMLAVQR-UHFFFAOYSA-N,1,CHEMBL1254453,1,5.07,5.07,Lucilia cuprina,ChEMBL
EXT_00425,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])n1,NEUIRFPCOZCRBP-UXPPBCCBSA-N,1,CHEMBL2252500,1,5.28,5.28,Musca domestica,ChEMBL
EXT_00426,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccc(C(F)(F)F)cc3)c3ccc(C)cc32)cc1,NFDYGXNXYQNIOW-JPYJTQIMSA-N,1,CHEMBL292575,1,5.36,5.36,Aedes aegypti,ChEMBL
EXT_00427,S=C(S)NCCN1CCOCC1,NFLNJRITJKGQIX-UHFFFAOYSA-N,1,CHEMBL2023166,2,7.98,7.95,Drosophila melanogaster,ChEMBL
EXT_00428,Cc1c(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)ccc2c1CCCO2,NHBORXJQYDFLHV-UHFFFAOYSA-N,1,CHEMBL2286445,1,8.27,8.27,Spodoptera littoralis,ChEMBL
EXT_00429,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(OC)nn1-c1ncccc1Cl,NILWYTKQQAWCEI-UHFFFAOYSA-N,1,CHEMBL427880,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00430,CCO/N=C/COc1ccc(Oc2ccccc2C)cc1,NISHYRRJEKAIPY-LDADJPATSA-N,1,CHEMBL2271795,1,7.36,7.36,Culex pipiens,ChEMBL
EXT_00431,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,NISLLQUWIJASOV-UHFFFAOYSA-N,1,CHEMBL387744,3,5.89,5.74,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL
EXT_00432,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])o1,NJUOMYTUHSMITF-HCTXVGCHSA-N,1,CHEMBL2252498,1,7.52,7.52,Musca domestica,ChEMBL
EXT_00433,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,NKDFYOWSKOHCCO-YPVLXUMRSA-N,1,CHEMBL224128,4,7.34,7.0600000000000005,"Drosophila melanogaster,Lucilia cuprina,Spodoptera frugiperda",ChEMBL
EXT_00434,O=C(O)c1ccc2c(c1)nc(CCNC(=O)c1cccs1)n2Cc1ccc(C(F)(F)F)cc1,NKENNYJZMFTMAS-UHFFFAOYSA-N,0,CHEMBL3287363,1,,,Drosophila melanogaster,ChEMBL
EXT_00435,C=C1C(CC(C)C)=C(C#N)C(=O)N1c1cc(Cl)c(Cl)cc1Cl,NKKVUHPTHCADSY-UHFFFAOYSA-N,1,CHEMBL1253938,1,5.26,5.26,Lucilia cuprina,ChEMBL
EXT_00436,C=CC(C)(C)C1=C(O)C(=O)c2ccccc2C1=O,NKUYBNCXFLAOEC-UHFFFAOYSA-N,1,CHEMBL2268882,1,,,Spodoptera frugiperda,ChEMBL
EXT_00437,S=C(S)NCc1ccccc1,NLGSBXAWUUVELO-UHFFFAOYSA-N,1,CHEMBL2023168,2,9.1,7.885,Drosophila melanogaster,ChEMBL
EXT_00438,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1,NLPRAJRHRHZCQQ-IVZWLZJFSA-N,1,CHEMBL298826,1,5.87,5.87,Musca domestica,ChEMBL
EXT_00439,Clc1ccc(C2CC3CCC2N3)cn1,NLPRAJRHRHZCQQ-UHFFFAOYSA-N,1,CHEMBL6623,2,6.54,6.455,Drosophila melanogaster,ChEMBL
EXT_00440,Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1,NLPRAJRHRHZCQQ-UTLUCORTSA-N,1,CHEMBL298517,1,5.55,5.55,Musca domestica,ChEMBL
EXT_00441,O=C(O)CCc1ccc(O)cc1,NMHMNPHRMNGLLB-UHFFFAOYSA-N,0,CHEMBL1172560,2,4.07,4.07,Plutella xylostella,ChEMBL
EXT_00442,O=C(COc1ccc(-c2ccccc2)cc1)N1CCC(N2CCCCC2)CC1,NNJPSKCGFBHMTD-UHFFFAOYSA-N,1,CHEMBL4278046,3,5.42,5.4,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00443,COCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,NNONZLUPBQRBKD-FSKYWUMTSA-N,0,CHEMBL399413,1,,,Drosophila melanogaster,ChEMBL
EXT_00444,CCc1ccc(C(=O)NC(CC)(CC)C(=O)c2cc(C)cc(C)c2)cc1,NOPSQZLYKMXQNR-UHFFFAOYSA-N,1,CHEMBL2286410,1,5.37,5.37,Spodoptera littoralis,ChEMBL
EXT_00445,O=C(O)c1ccc2nc(CCNC(=O)c3cccs3)n(Cc3cccc(C(F)(F)F)c3)c2c1,NOXYFBDONIJCDT-UHFFFAOYSA-N,0,CHEMBL3287360,1,,,Drosophila melanogaster,ChEMBL
EXT_00446,CCO/N=C/COc1ccc(Oc2ccccc2C(F)(F)F)cc1,NPCOXAXLSNMJHA-SRZZPIQSSA-N,1,CHEMBL2271799,1,6.18,6.18,Culex pipiens,ChEMBL
EXT_00447,CCOc1ccccc1C(=O)N(NC(=O)c1ccc(CC)cc1)C(C)(C)C,NPXDFDFFVQHAGH-UHFFFAOYSA-N,1,CHEMBL2286436,1,5.16,5.16,Spodoptera littoralis,ChEMBL
EXT_00448,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](C(=O)O)C(C)C,NPXGFQLFZNMQJW-HOCLYGCPSA-N,0,CHEMBL2252866,2,,,Plutella xylostella,ChEMBL
EXT_00449,O=C(/N=C1/N(CCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/C(=O)C(F)(F)F)CCN1Cc1ccc(Cl)nc1)C(F)(F)F,NQCLCNDSPHMVDW-XKLJWPJGSA-N,0,CHEMBL2252504,1,4.8,4.8,Musca domestica,ChEMBL
EXT_00450,CC(C)CO/N=C/COc1ccc(Cc2ccccc2)cc1,NQVXWWYNKZAFSJ-UDWIEESQSA-N,1,CHEMBL2271780,1,8.48,8.48,Culex pipiens,ChEMBL
EXT_00451,C=C1C(CCCC)=C(C#N)C(=O)N1c1cc(Cl)ccc1C(C)(C)C,NRDOIBTVFAUUHC-UHFFFAOYSA-N,1,CHEMBL1254948,1,5.26,5.26,Lucilia cuprina,ChEMBL
EXT_00452,S=C(S)N1CCOCC1,NRMQMTQTYONMFY-UHFFFAOYSA-N,1,CHEMBL2023727,2,9.1,8.48,Drosophila melanogaster,ChEMBL
EXT_00453,CCn1nc(C(F)(F)F)cc1C(=O)Nc1c(C)cccc1C(=O)NC(C)C,NSDRVEXNRGFQES-UHFFFAOYSA-N,0,CHEMBL198260,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00454,[O-][n+]1cccc(CNc2nccc(Nc3ccc(-c4ccccc4)cc3)n2)c1,NSYUNNQIDIIIAC-UHFFFAOYSA-N,1,CHEMBL4476488,1,,,Aedes aegypti,ChEMBL
EXT_00455,C=C1C(c2ccccc2)=C(C#N)C(=O)N1c1c(C)cccc1C(C)C,NTDRAPUWFKYBRG-UHFFFAOYSA-N,0,CHEMBL1254031,1,4.26,4.26,Lucilia cuprina,ChEMBL
EXT_00456,CCO/N=C/COc1ccc(Oc2cccc(CC)c2)cc1,NTOUSOSQRIGJBI-XDHOZWIPSA-N,1,CHEMBL2271801,1,7.85,7.85,Culex pipiens,ChEMBL
EXT_00457,CC(C)(C)N(NC(=O)c1ccc(C#N)cc1)C(=O)c1ccccc1Cl,NUWZEFGBNQLRTH-UHFFFAOYSA-N,0,CHEMBL2286718,2,5.74,4.885,"Drosophila melanogaster,Spodoptera frugiperda",ChEMBL
EXT_00458,CO[C@H]1C[C@]2(O[C@H]([C@@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/CC/C(C)=C\C(N)=O)OC)[C@H](OP(=O)(O)O)C2(C)C)O[C@H](C/C=C/c2coc(C)n2)[C@H]1C,NWFMVMFBNZSIHF-PKGIXKDLSA-N,1,CHEMBL505968,1,,,Spodoptera littoralis,ChEMBL
EXT_00459,CCC(CC)n1cc(C(=O)CF)cn1,NWHBKNONEOGQEO-UHFFFAOYSA-N,1,CHEMBL3623565,2,6.47,6.46,Anopheles gambiae,ChEMBL
EXT_00460,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N1Cc3ccccc3NC1=O)C2,NWXCDQHBVVPPTL-WDNDVIMCSA-N,1,CHEMBL1617363,2,6.24,6.215,Drosophila melanogaster,ChEMBL
EXT_00461,CCc1ccc(C(=O)NC(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,NXNWPCHOVFXSTI-UHFFFAOYSA-N,0,CHEMBL2286411,2,4.62,4.475,Spodoptera littoralis,ChEMBL
EXT_00462,C/C(=N\NC(N)=S)C(C)Oc1ccc(Cl)c(Cl)c1,NXPBTKVPMPQFET-GIDUJCDVSA-N,1,CHEMBL3121912,1,,,Aedes aegypti,ChEMBL
EXT_00463,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,NYHBQMYGNKIUIF-FJFJXFQQSA-N,0,CHEMBL240933,1,,,Drosophila melanogaster,ChEMBL
EXT_00464,CCC/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,NZUSMFWLEAULKT-FOWTUZBSSA-N,0,CHEMBL2287453,1,,,Musca domestica,ChEMBL
EXT_00465,FC(F)(F)c1cc(Cl)c(-n2cc3c(n2)C(F)(F)CC3(F)F)c(Cl)c1,NZZXAIIKADTYMJ-UHFFFAOYSA-N,1,CHEMBL427379,1,7.13,7.13,Musca domestica,ChEMBL
EXT_00466,NC(=S)N/N=C1/NCCN(Cc2ccc(Cl)nc2)C1=O,OASMCRWETNVZGJ-UHFFFAOYSA-N,1,CHEMBL2272692,1,5.41,5.41,Musca domestica,ChEMBL
EXT_00467,Cc1cc(O)c2c(c1)O[C@@]1(C(N)=O)C(=CC=C[C@H]1O)C2=O,OAXAIKRROGOSQW-ABAIWWIYSA-N,0,CHEMBL88409,1,4.54,4.54,Drosophila melanogaster,ChEMBL
EXT_00468,C/C(=N\C#N)N(Cc1ccc(Cl)nc1)C(C)C,OBFKQWMXNMAWLZ-MHWRWJLKSA-N,0,CHEMBL2287447,1,,,Musca domestica,ChEMBL
EXT_00469,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD-UHFFFAOYSA-N,1,CHEMBL167911,3,7.22,6.855,"Anopheles gambiae,Musca domestica",ChEMBL
