Compound_ID,SMILES,InChIKey,Insecticidal_Active,ChEMBL_ID,N_Assay_Records,Best_pChEMBL,Median_pChEMBL,Target_Organisms,Source
EXT_00117,CC/C=N/OCCOc1ccc(Oc2ccccc2)cc1,DLIIIERHFVFJBS-LDADJPATSA-N,1,CHEMBL2271827,1,9.59,9.59,Culex pipiens,ChEMBL
EXT_00118,O=c1[nH]c(=O)n([C@H]2C[C@H](n3cc(-c4ccccc4)nn3)[C@@H](CO)O2)cc1/C=C/Br,DMKMKCDASKTBRN-GBTQTLIESA-N,1,CHEMBL1091931,1,5.54,5.54,Drosophila melanogaster,ChEMBL
EXT_00119,O=C(COc1ccc(I)cc1)NCCCN1CCCCC1,DOMQEJAUBXIDNR-UHFFFAOYSA-N,0,CHEMBL4289086,3,4.51,4.44,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00120,C=CC(C#N)OC(=O)CC,DOSSBQVDQUEONJ-UHFFFAOYSA-N,1,CHEMBL2271402,1,,,Musca domestica,ChEMBL
EXT_00121,c1cncc(C2=NCCC2)c1,DPNGWXJMIILTBS-UHFFFAOYSA-N,0,CHEMBL423429,1,,,Musca domestica,ChEMBL
EXT_00122,Cc1ccccc1-c1noc(CCC(=O)O)n1,DPVKAFMWSAOINX-UHFFFAOYSA-N,0,CHEMBL2442689,1,,,Aedes aegypti,ChEMBL
EXT_00123,CC(=O)O[C@@H]1[C@H](O)[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=CC[C@H]3C3=COCC3)[C@]12C,DQHRAIFEHNKZSV-XMLHTYRRSA-N,0,CHEMBL491379,1,,,Anopheles stephensi,ChEMBL
EXT_00124,COc1ccc(OC/C=N/NC(N)=S)cc1,DQQAZNBREIZBNP-WUXMJOGZSA-N,1,CHEMBL3589422,2,6.22,6.22,Aedes aegypti,ChEMBL
EXT_00125,COP1(=S)NCC(c2ccc(C)cc2)O1,DQQMQQVWLWPQKL-UHFFFAOYSA-N,0,CHEMBL2289266,1,,,Tribolium castaneum,ChEMBL
EXT_00126,c1ccc(-c2ccc(Nc3ccnc(NCc4cccnc4)n3)cc2)cc1,DQVMENHTTZNOBQ-UHFFFAOYSA-N,1,CHEMBL4553315,1,,,Aedes aegypti,ChEMBL
EXT_00127,Cc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1C,DQXWHYDKDDYWRB-UHFFFAOYSA-N,0,CHEMBL2286726,1,4.18,4.18,Drosophila melanogaster,ChEMBL
EXT_00128,Cc1cccc(-c2noc(CCCC(=O)O)n2)c1,DROIFMGZDXPPQM-UHFFFAOYSA-N,0,CHEMBL2442678,2,,,Aedes aegypti,ChEMBL
EXT_00129,Cc1ccc(-c2noc(CC(=O)O)n2)cc1,DTJLKFLJJUQICD-UHFFFAOYSA-N,0,CHEMBL442939,1,,,Aedes aegypti,ChEMBL
EXT_00130,CCCC[C@@]12C3CCN1[C@H]1C[C@H]2O[C@@]32O/C(=C3\OC(=O)C(C)=C3OC)[C@@H](C)[C@H]12,DTVYAHOULQCSMS-JQANZLKUSA-N,1,CHEMBL2304257,2,,,Spodoptera littoralis,ChEMBL
EXT_00131,CC(C)Cc1ccc(OCC/C=N/OC(C)C)cc1,DVOVYNQOONATSG-LICLKQGHSA-N,1,CHEMBL2268522,1,10.85,10.85,Culex pipiens,ChEMBL
EXT_00132,COC1(C)c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2CC1F,DVYAAFOTYKFVJB-UHFFFAOYSA-N,1,CHEMBL206707,1,7.0,7.0,Musca domestica,ChEMBL
EXT_00133,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,DWRXFEITVBNRMK-JAGXHNFQSA-N,0,CHEMBL103283,2,4.19,4.19,Drosophila melanogaster,ChEMBL
EXT_00134,Cc1cn([C@H]2C[C@H](n3cc(CC4CCCC4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,DXQTXFIMYPXSKO-ARFHVFGLSA-N,1,CHEMBL1090134,1,5.52,5.52,Drosophila melanogaster,ChEMBL
EXT_00135,Cc1cn(CCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,DXTYLRAYPFWVTI-UHFFFAOYSA-N,0,CHEMBL384435,1,4.68,4.68,Drosophila melanogaster,ChEMBL
EXT_00136,C[C@@H]1CNCCN1c1nc(Nc2cc(C(C)(C)C)[nH]n2)c2cccc(F)c2n1,DXXCCODWEPMLLB-GFCCVEGCSA-N,1,CHEMBL5193085,1,5.32,5.32,Drosophila melanogaster,ChEMBL
EXT_00137,CCCOCCCOc1ccc(CC(CC)CC)cc1,DYUCMUSLCHASBW-UHFFFAOYSA-N,1,CHEMBL2272185,1,8.17,8.17,Culex pipiens,ChEMBL
EXT_00138,CCO/N=C/COc1ccc(Oc2ccc(C)cc2)cc1,DZXLJGQWDCOFFN-LDADJPATSA-N,1,CHEMBL2271470,1,6.84,6.84,Culex pipiens,ChEMBL
EXT_00139,CC(C)(C)CCOC(=O)c1ccc(C#CCCC(=O)O)cc1,FABMTKINZZUCQP-UHFFFAOYSA-N,1,CHEMBL1684587,1,7.06,7.06,Musca domestica,ChEMBL
EXT_00140,NC(=S)N/N=C/c1ccc(Cl)cc1,FABQYDLGFZXBIK-VZUCSPMQSA-N,1,CHEMBL391982,1,,,Aedes aegypti,ChEMBL
EXT_00141,Cc1cn(CCOCCOC(c2ccccc2)(c2ccccc2)c2ccncc2)c(=O)[nH]c1=O,FALXHDVQJVMXGK-UHFFFAOYSA-N,0,CHEMBL219510,1,4.46,4.46,Drosophila melanogaster,ChEMBL
EXT_00142,COC(=O)CCCc1nc(-c2ccccc2)no1,FAQJQDUSWXDNGZ-UHFFFAOYSA-N,0,CHEMBL2442682,1,,,Aedes aegypti,ChEMBL
EXT_00143,COc1ccccc1NC(=S)NCCN1CCCCC1,FAXZRMVFCAIPMK-UHFFFAOYSA-N,0,CHEMBL4073401,2,4.54,4.359999999999999,Anopheles gambiae,ChEMBL
EXT_00144,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N,1,CHEMBL21,1,6.06,6.06,Anopheles gambiae,ChEMBL
EXT_00145,CCO/N=C/COc1ccc(Oc2ccc(OC)cc2)cc1,FDJPDPAQCNAEKI-LDADJPATSA-N,1,CHEMBL2271473,1,7.34,7.34,Culex pipiens,ChEMBL
EXT_00146,COP1(=S)NCC(c2ccccc2)O1,FEDCOJVAGGTWJB-UHFFFAOYSA-N,0,CHEMBL2289274,1,,,Tribolium castaneum,ChEMBL
EXT_00147,S=C(S)NCCN1CCCCC1,FEIYUKANUBTVGA-UHFFFAOYSA-N,1,CHEMBL2023170,2,7.57,7.405,Drosophila melanogaster,ChEMBL
EXT_00148,CCC(CC)Cc1ccc(OCCCOC(=O)NC)cc1,FEJYIMYSXSBYCF-UHFFFAOYSA-N,1,CHEMBL2272160,1,6.5,6.5,Culex pipiens,ChEMBL
EXT_00149,CC(C)n1cc(C(=O)C(F)F)cn1,FFMMFXZONQYESO-UHFFFAOYSA-N,1,CHEMBL3623555,2,6.45,6.41,Anopheles gambiae,ChEMBL
EXT_00150,CCOP(=O)(OCC)SCCCCCCCCCN1C(=O)c2ccccc2C1=O,FFTQHUXIDSNTFV-UHFFFAOYSA-N,0,CHEMBL2252722,2,4.43,4.43,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00151,CCOCCCCOc1ccc(CC(CC)CC)cc1,FHPNGXOWKXOYEA-UHFFFAOYSA-N,1,CHEMBL2272186,1,6.68,6.68,Culex pipiens,ChEMBL
EXT_00152,CCCCCCS(=O)(=O)CC(C)=O,FIMACEIKKPQUFZ-UHFFFAOYSA-N,0,CHEMBL152577,1,,,Drosophila melanogaster,ChEMBL
EXT_00153,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc(C(C)(C)C)cc2)C(C)(C)C)c1,FIROFKZRSPJKLT-UHFFFAOYSA-N,1,CHEMBL2286430,1,8.15,8.15,Spodoptera littoralis,ChEMBL
EXT_00154,c1ccc(Cc2ccc(OCCNOC3CCCCC3)cc2)cc1,FIVKPRDVHCZOQT-UHFFFAOYSA-N,1,CHEMBL2271784,1,8.12,8.12,Culex pipiens,ChEMBL
EXT_00155,CCC(CC)Oc1ccc(OCCC/C=N/OC)cc1,FIWQQTOSTFXLNP-SFQUDFHCSA-N,1,CHEMBL2271836,1,6.23,6.23,Culex pipiens,ChEMBL
EXT_00156,O=C1/C(=N\S(=O)(=O)C(F)(F)F)NCCN1Cc1ccc(Cl)nc1,FJGCLDWOAOIAEJ-UHFFFAOYSA-N,1,CHEMBL2272691,1,6.23,6.23,Musca domestica,ChEMBL
EXT_00157,Fc1cccc2c1N[C@@H](c1cccnc1)[C@H]1CC=C[C@@H]21,FJJWEFGBLGFZJX-WWGRRREGSA-N,0,CHEMBL2064252,2,,,"Aedes aegypti,Anopheles stephensi",ChEMBL
EXT_00158,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,FLOSMHQXBMRNHR-QPJJXVBHSA-N,1,CHEMBL19,1,6.74,6.74,Anopheles gambiae,ChEMBL
EXT_00159,O=C(Cc1ccccc1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,FMVGLLPOZGDPTQ-HVBOUTELSA-N,0,CHEMBL241407,1,,,Drosophila melanogaster,ChEMBL
EXT_00160,CC(C)CNC(=O)/C=C/C=C/CCCCCC/C=C/c1ccc2c(c1)OCO2,FPMPOFBEYSSYDQ-AUVZEZIHSA-N,1,CHEMBL404184,1,,,Aedes aegypti,ChEMBL
EXT_00161,COc1ccc(C(C#N)N2CCCCC2)cc1OC,FQELSXKYURXBIN-UHFFFAOYSA-N,0,CHEMBL1344483,2,,,Aedes aegypti,ChEMBL
EXT_00162,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)c(Cl)c1,FRLLOFWBBYUDAN-UHFFFAOYSA-N,1,CHEMBL2287705,1,6.99,6.99,Musca domestica,ChEMBL
EXT_00163,CCCOCC(C)COc1ccc(Cc2ccccc2)cc1,FSHNCYBERIHFJB-UHFFFAOYSA-N,1,CHEMBL2272154,1,8.42,8.42,Culex pipiens,ChEMBL
EXT_00164,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1ccc(C(F)(F)F)cc1,FSNXKBQIBXBYBO-UHFFFAOYSA-N,0,CHEMBL198217,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00165,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@@H]4C[C@H]5O[C@@H]5OC=C[C@@]54O)[C@H]4[C@]1(CO[C@]4(O)C(=O)OC)[C@@H]32,FTNJWQUOZFUQQJ-GEPYADMXSA-N,1,CHEMBL506084,2,,,Spodoptera littoralis,ChEMBL
EXT_00166,CC(C)c1cc2c(c(O)c1O)C[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2O3,FTWYPGDUWLQFCC-FTRWYGJKSA-N,1,CHEMBL2252752,1,,,Spodoptera littoralis,ChEMBL
EXT_00167,CC(C)CS(=O)(=O)c1cccc(OS(C)(=O)=O)n1,FVNMINQJTGPNFQ-UHFFFAOYSA-N,1,CHEMBL352608,1,6.82,6.82,Musca domestica,ChEMBL
EXT_00168,Cc1cn(C/C=C\COC(c2ccccc2)(c2ccccc2)c2ccncc2)c(=O)[nH]c1=O,FVXBVGUSRQAIDN-HJWRWDBZSA-N,1,CHEMBL373998,1,5.47,5.47,Drosophila melanogaster,ChEMBL
EXT_00169,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](C)N)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)O,FXAWKMWGHXDCRB-SQXKEDFGSA-N,1,CHEMBL1221882,1,6.94,6.94,Drosophila melanogaster,ChEMBL
EXT_00170,NCCc1ccc(S(N)(=O)=O)cc1,FXNSVEQMUYPYJS-UHFFFAOYSA-N,1,CHEMBL7087,1,6.08,6.08,Anopheles gambiae,ChEMBL
EXT_00171,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,FXUAIOOAOAVCGD-WCTZXXKLSA-N,1,CHEMBL371197,2,8.52,8.41,Drosophila melanogaster,ChEMBL
EXT_00172,O=C1CCc2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)cc21,FYCKIQFGPNGXJP-UHFFFAOYSA-N,1,CHEMBL205262,1,6.33,6.33,Musca domestica,ChEMBL
EXT_00173,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,GAPOASFZXBWUGS-UHFFFAOYSA-N,1,CHEMBL3137700,2,6.59,6.33,Anopheles gambiae,ChEMBL
EXT_00174,C=C1C(C(C)C)=C(C#N)C(=O)N1c1ccc(Cl)cc1C(C)(C)C,GBIJXXWIPPXDSR-UHFFFAOYSA-N,0,CHEMBL1254691,1,4.38,4.38,Lucilia cuprina,ChEMBL
EXT_00175,O=C(O)CCCc1nc(-c2ccc3c(c2)OCO3)no1,GBRXYEMOKYJQIM-UHFFFAOYSA-N,0,CHEMBL2442681,2,,,Aedes aegypti,ChEMBL
EXT_00176,CCCCCC/C=C/C(=O)C(F)(F)F,GBZCFQFQXMJNSG-BQYQJAHWSA-N,0,CHEMBL150648,1,4.1,4.1,Drosophila melanogaster,ChEMBL
EXT_00177,CCCNCc1cccnc1,GCBOUAABYXKHIS-UHFFFAOYSA-N,0,CHEMBL2286833,1,,,Musca domestica,ChEMBL
EXT_00178,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,GCQYYIHYQMVWLT-HQNLTJAPSA-N,0,CHEMBL70046,1,4.55,4.55,Drosophila melanogaster,ChEMBL
EXT_00179,O=c1[nH]c(=O)n(C2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C\Br,GCQYYIHYQMVWLT-NAESNILJSA-N,0,CHEMBL605255,1,4.5,4.5,Drosophila melanogaster,ChEMBL
EXT_00180,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,GCQZFVAHUZIDRP-UHFFFAOYSA-N,1,CHEMBL269122,1,7.08,7.08,Anopheles gambiae,ChEMBL
EXT_00181,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,GDLRDIDXYBIPFY-YWZLYKJASA-N,1,CHEMBL2252750,1,,,Spodoptera littoralis,ChEMBL
EXT_00182,O=[N+]([O-])/C=C1/NCCCN1Cc1ccc(Cl)nc1,GEOWRBWWMXCKFQ-FLIBITNWSA-N,1,CHEMBL2270633,1,9.43,9.43,Drosophila melanogaster,ChEMBL
EXT_00183,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3cccc(C(F)(F)F)c3)c3ccc(C)cc32)cc1,GEQRNVLJQABVRV-JPYJTQIMSA-N,1,CHEMBL294270,1,5.74,5.74,Aedes aegypti,ChEMBL
EXT_00184,CN(C)CCCN1C(=O)CSC1c1ccc2c(c1)OCO2,GFBCOQPLYTWSFP-UHFFFAOYSA-N,0,CHEMBL5405571,1,4.14,4.14,Anopheles gambiae,ChEMBL
EXT_00185,CCCO/N=C/COc1ccc(CC(CC)CC)cc1,GGXGWXZDFAMDSQ-WOJGMQOQSA-N,1,CHEMBL2271839,1,8.4,8.4,Culex pipiens,ChEMBL
EXT_00186,CCC(C)n1cc(C(=O)C(F)(F)F)cn1,GIGJIIJGHXYZQW-UHFFFAOYSA-N,1,CHEMBL3623549,2,8.64,8.625,Anopheles gambiae,ChEMBL
EXT_00187,Cc1cn(CCCCCCOC(c2ccccc2)(c2ccccc2)c2ccc(Cl)cc2)c(=O)[nH]c1=O,GIJJDOJZHPGHJQ-UHFFFAOYSA-N,0,CHEMBL219960,1,4.33,4.33,Drosophila melanogaster,ChEMBL
EXT_00188,NC(=S)N/N=C/COc1ccc(Cl)c(Cl)c1,GIQCTGYJXUMFCQ-QLKAYGNNSA-N,1,CHEMBL3589428,1,,,Aedes aegypti,ChEMBL
EXT_00189,COc1ccc(NC(=S)NCCN2CCOCC2)cc1Cl,GIWMAITYUJGWGK-UHFFFAOYSA-N,1,CHEMBL4092186,4,6.92,6.77,Anopheles gambiae,ChEMBL
EXT_00190,O=C1C(=S)NCCN1Cc1ccc(Cl)nc1,GJAKTSADBJMNLR-UHFFFAOYSA-N,1,CHEMBL2272686,1,5.75,5.75,Musca domestica,ChEMBL
EXT_00191,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,GJQPMPFPNINLKP-UHFFFAOYSA-N,1,CHEMBL17,1,6.2,6.2,Anopheles gambiae,ChEMBL
EXT_00192,CCCC(C)n1cc(C(=O)CF)cn1,GKQNVTASUWRGSK-UHFFFAOYSA-N,1,CHEMBL3623564,2,5.48,5.465,Anopheles gambiae,ChEMBL
EXT_00193,CCN1CCN(C2CCN(C(=O)COc3ccc(I)cc3)CC2)CC1,GNKBBRNNMDYNKM-UHFFFAOYSA-N,1,CHEMBL4291400,3,5.82,5.44,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00194,C=C1C(CCCC)=C(C#N)C(=O)N1c1c(C)cccc1CC,GNUFAYHGAKQQQF-UHFFFAOYSA-N,0,CHEMBL1255029,1,4.48,4.48,Lucilia cuprina,ChEMBL
EXT_00195,Cc1cccc(Oc2ccc(OCCO/N=C/C(C)C)cc2)c1,GOLLDESYBBRFHW-XSFVSMFZSA-N,1,CHEMBL2271828,1,10.35,10.35,Culex pipiens,ChEMBL
EXT_00196,CC(C)(C)c1cccc(C(=O)CF)c1,GQBFKBBDGKNSLK-UHFFFAOYSA-N,1,CHEMBL3623561,2,6.14,6.08,Anopheles gambiae,ChEMBL
EXT_00197,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccccc1C(F)(F)F,GQNAPFUXJOPLSJ-SZNDQCEHSA-N,0,CHEMBL59557,1,4.96,4.96,Aedes aegypti,ChEMBL
EXT_00198,COP1(=S)NCC(c2ccc(C(C)C)cc2)O1,GQQJVXAIMUFBBJ-UHFFFAOYSA-N,0,CHEMBL2289273,1,,,Tribolium castaneum,ChEMBL
EXT_00199,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3cccc(C)c3)c3ccc(C)cc32)cc1,GRDGBQLYQBVRMN-YKSBVNFPSA-N,0,CHEMBL61543,1,4.48,4.48,Aedes aegypti,ChEMBL
EXT_00200,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccccc3)c3ccc(C)cc32)cc1,GSUPFBPLFYOOLO-XXBNENTESA-N,1,CHEMBL301237,1,5.27,5.27,Aedes aegypti,ChEMBL
EXT_00201,CCCCC1OP2(=S)OCC1(CCC)CO2,GTTGBVHQCMMEIZ-UHFFFAOYSA-N,1,CHEMBL2287382,1,6.0,6.0,Blattella germanica,ChEMBL
EXT_00202,CC(=O)NCCc1c2c3c(ccnc3c3ncsc13)-c1ccccc1N2,GUSIRVISUKPQFL-UHFFFAOYSA-N,0,CHEMBL127872,1,,,Spodoptera littoralis,ChEMBL
EXT_00203,CCCN(CCC)Cc1cccnc1,GVHIPEJHZMNUQS-UHFFFAOYSA-N,0,CHEMBL2286837,1,,,Musca domestica,ChEMBL
EXT_00204,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(C(F)(F)F)cc1,GVRNIALCVZTZQV-IERDGZPVSA-N,1,CHEMBL299257,1,5.93,5.93,Aedes aegypti,ChEMBL
EXT_00205,CN1CCN(Cc2ccc(Cl)nc2)/C(=N/C#N)C1=O,GWNHITXDNISDIP-LFIBNONCSA-N,1,CHEMBL2272690,1,8.22,8.22,Musca domestica,ChEMBL
EXT_00206,CCC(C)CO/N=C/COc1ccc(Cc2ccccc2)cc1,GWOXWDIRSSYEGT-FYJGNVAPSA-N,1,CHEMBL2271783,1,8.1,8.1,Culex pipiens,ChEMBL
EXT_00207,CC(C)C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,GXLQBBNIJFXJIU-GHRIWEEISA-N,0,CHEMBL2287456,1,,,Musca domestica,ChEMBL
EXT_00208,NC(=S)N/N=C/COc1ccccc1,GYCXOPPCLPEVOM-IZZDOVSWSA-N,0,CHEMBL3589423,1,,,Aedes aegypti,ChEMBL
EXT_00209,CC[C@@H]1[C@H]2CCCCN3[C@H]2[C@H](C[C@H]3[C@@H]2C[C@H](C)C(=O)O2)[C@@H]2[C@H]1OC(=O)[C@H]2C,GYOGHROCTSEKDY-JJDZUBOLSA-N,0,CHEMBL517375,1,,,Spodoptera littoralis,ChEMBL
EXT_00210,CCO/N=C/COc1ccc(Oc2cccc(F)c2)cc1,GYRUVJQNKJYPIE-VCHYOVAHSA-N,1,CHEMBL2271803,1,8.27,8.27,Culex pipiens,ChEMBL
EXT_00211,CC(C)[C@@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C1=O,GYSCAQFHASJXRS-WXWJZEDASA-N,1,CHEMBL373872,1,,,Aedes aegypti,ChEMBL
EXT_00212,CCO/N=C/COc1ccc(Oc2ccccc2F)cc1,GZBJLAZEDJTGFZ-WOJGMQOQSA-N,1,CHEMBL2271797,1,7.35,7.35,Culex pipiens,ChEMBL
EXT_00213,COP1(=S)NCC(c2cccc(C)c2)O1,GZWRKXIUYSYHNL-UHFFFAOYSA-N,0,CHEMBL2289264,1,,,Tribolium castaneum,ChEMBL
EXT_00214,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,HCRKCZRJWPKOAR-JTQLQIEISA-N,1,CHEMBL220491,1,7.5,7.5,Anopheles gambiae,ChEMBL
EXT_00215,CCCN(Cc1ccc(Cl)nc1)/C(C)=N/C#N,HCTJEUUPTOFYQM-MHWRWJLKSA-N,0,CHEMBL2287446,1,4.73,4.73,Musca domestica,ChEMBL
EXT_00216,CCCCOCCOc1ccc(CC(C)(C)C)cc1,HDEKICRLUDWPAH-UHFFFAOYSA-N,1,CHEMBL2272172,1,6.36,6.36,Culex pipiens,ChEMBL
EXT_00217,CCC(CC)Cc1ccc(OCCOC(=O)N(C)CC)cc1,HDZSBDBIELUXTO-UHFFFAOYSA-N,1,CHEMBL2272158,1,8.59,8.59,Culex pipiens,ChEMBL
EXT_00218,CCO/N=C/COc1ccc(Oc2ccc(CC)cc2)cc1,HFVYYOKUNNKBDF-CPNJWEJPSA-N,1,CHEMBL2271471,1,6.42,6.42,Culex pipiens,ChEMBL
EXT_00219,O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,HGMITUYOCPPQLE-UHFFFAOYSA-N,1,CHEMBL12980,2,9.3,9.3,Drosophila melanogaster,ChEMBL
EXT_00220,Nc1ccc(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1,HHCXOFYGBAPOJR-UHFFFAOYSA-N,1,CHEMBL266026,1,7.09,7.09,Anopheles gambiae,ChEMBL
EXT_00221,CCO/N=C/COc1ccc(Oc2cccc(C(F)(F)F)c2)cc1,HHFLMHDUXMLSGA-UFFVCSGVSA-N,1,CHEMBL2271468,1,7.47,7.47,Culex pipiens,ChEMBL
EXT_00222,COc1cccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)c1,HIDPZDVJHQLXGQ-QRQCRPRQSA-N,1,CHEMBL291343,1,5.83,5.83,Aedes aegypti,ChEMBL
EXT_00223,CCCNCCOc1ccc(Oc2cccc(C)c2)cc1,HIKRDJGXBTZFOA-UHFFFAOYSA-N,1,CHEMBL2271815,1,9.71,9.71,Culex pipiens,ChEMBL
EXT_00224,CCCC[C@@H]1OC(=O)c2ccccc21,HJXMNVQARNZTEE-NSHDSACASA-N,0,CHEMBL250205,1,,,Drosophila melanogaster,ChEMBL
EXT_00225,CC(=O)O[C@@H]1[C@H](O)[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)CC(=O)C=C3[C@]12C,HKVOPFDXIGAKHQ-CXCOWLLISA-N,1,CHEMBL491380,1,,,Anopheles stephensi,ChEMBL
EXT_00226,C=CC[C@@H]1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O,HLRYHDDTULAZQQ-MDLMHBAVSA-N,1,CHEMBL2372204,1,,,Drosophila melanogaster,ChEMBL
EXT_00227,CCO/N=C/COc1ccc(Oc2ccccc2)cc1,HLUHEQJKSIPFTA-SFQUDFHCSA-N,1,CHEMBL2271794,1,7.54,7.54,Culex pipiens,ChEMBL
EXT_00228,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,HMHVCUVYZFYAJI-UHFFFAOYSA-N,1,CHEMBL328560,1,6.58,6.58,Anopheles gambiae,ChEMBL
EXT_00229,NC(=S)N/N=C/c1ccc(Br)cc1,HMOSVEOPAUPPHT-VZUCSPMQSA-N,1,CHEMBL1910220,1,,,Aedes aegypti,ChEMBL
EXT_00230,CN(C)C(=O)/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,HMSZPFJXPIEETJ-LFIBNONCSA-N,1,CHEMBL2272688,1,5.42,5.42,Musca domestica,ChEMBL
EXT_00231,CNC(=O)c1cc(C(F)(F)F)cc(C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,HOHDREAFZFNJEI-UHFFFAOYSA-N,1,CHEMBL248789,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00232,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,HOKKPVIRMVDYPB-UVTDQMKNSA-N,1,CHEMBL451432,3,8.92,8.57,Drosophila melanogaster,ChEMBL
EXT_00233,C=CC(C#N)OC,HOMWNHKBIKANBM-UHFFFAOYSA-N,1,CHEMBL2271403,1,,,Musca domestica,ChEMBL
EXT_00234,CCO/N=C/COc1ccc(Oc2cccc(OC)c2)cc1,HPDLTNPDKCISPC-WOJGMQOQSA-N,1,CHEMBL2271802,1,7.41,7.41,Culex pipiens,ChEMBL
EXT_00235,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,HPNSNYBUADCFDR-UHFFFAOYSA-N,1,CHEMBL227020,1,8.58,8.58,Spodoptera littoralis,ChEMBL
