compound_id,mol_name,canonical_smiles,inchikey,mol_formula,mol_weight,num_heavy_atoms,source_dataset,repellent_active,target_species,assay_type,scaffold_smiles,qc_status,sdf_Acceptor,sdf_Activity,sdf_CAS,sdf_Chemical_Name,sdf_Collection,sdf_Database,sdf_Description,sdf_Donor,sdf_FSP3,sdf_HAC,sdf_IDNUMBER,sdf_MW,sdf_Molecular Formula,sdf_Molecular Target,sdf_Molecule Name,sdf_Molecule Name 2,sdf_PriceCoeff,sdf_PubChem CID,sdf_Reference DOI,sdf_Reference_compound,sdf_RotBonds,sdf_Similarity,sdf_Smiles,sdf_TPSA,sdf_clogP
LIC_01297,F2736-1116,Cc1ccc2nc(N(CCCN3CCOCC3)C(=O)c3ccc(N4C(=O)CCC4=O)cc3)sc2c1,LQKNCIVGFHIMIX-UHFFFAOYSA-N,C26H28N4O4S,492.1831,35,insecticide,,nan,nan,CC1CCC(C)C1C1CCC(C(C)C(CCCC2CCCCC2)C2CC3CCCCC3C2)CC1,pass,5.0,,1330286-35-5,"4-(2,5-dioxopyrrolidin-1-yl)-N-(6-methyl-1,3-benzothiazol-2-yl)-N-[3-(morpholin-4-yl)propyl]benzamide hydrochloride",General,,solid,1.0,0.38,35.0,F2736-1116,492.59,,,,,1.0,,,,8.0,,,111.29,1.79
LIC_01298,F0850-6838,O=C(O)/C=C/c1ccc(Br)cc1,CPDDDTNAMBSPRN-ZZXKWVIFSA-N,C9H7BrO2,225.9629,12,insecticide,,nan,nan,C1CCCCC1,pass,2.0,,17916-60-8,(2E)-3-(4-bromophenyl)prop-2-enoic acid,General,,solid,0.0,0.0,12.0,F0850-6838,227.05,,,,,1.0,,,CHEMBL27246,2.0,0.81,,37.3,3.1
LIC_01299,F9994-5179,COCOc1cccc(C=O)c1OC,KFNWSDDHWJKLPW-UHFFFAOYSA-N,C10H12O4,196.0736,14,insecticide,,nan,nan,C1CCCCC1,pass,4.0,,223578-03-8,2-methoxy-3-(methoxymethoxy)benzaldehyde,General,,liquid,0.0,0.3,14.0,F9994-5179,196.2,,,,,1.0,,,CHEMBL13859,5.0,0.827,,44.76,0.96
LIC_01300,F3023-0379,CCc1ccc(NC2CC(=O)N(c3ccccc3)C2=O)cc1,VCLABCPKVAUGLP-UHFFFAOYSA-N,C18H18N2O2,294.1368,22,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,pass,3.0,,1008061-39-9,"3-[(4-ethylphenyl)amino]-1-phenylpyrrolidine-2,5-dione",General,,solid,1.0,0.22,22.0,F3023-0379,294.35,,,,,1.0,,,,4.0,,,49.41,3.51
LIC_01301,F3064-0111,CC(C)Cn1c(Br)nc2c1c(=O)n(C)c(=O)n2C,JAKXHVAHZCHEDG-UHFFFAOYSA-N,C11H15BrN4O2,314.0378,18,insecticide,,nan,nan,CC1CC(C)C2CCCC2C1,pass,3.0,,887866-70-8,"8-bromo-1,3-dimethyl-7-(2-methylpropyl)-2,3,6,7-tetrahydro-1H-purine-2,6-dione",General,,solid,1.0,0.55,18.0,F3064-0111,315.17,,,,,1.0,,,CHEMBL113,2.0,0.812,,58.44,2.31
LIC_01302,F2018-2477,COc1ccc(C)c2sc(N(CCN(C)C)C(=O)c3cccc(N4C(=O)CCC4=O)c3)nc12,UDIKDDGUPCUZAW-UHFFFAOYSA-N,C24H26N4O4S,466.1675,33,insecticide,,nan,nan,CC(CC1CC2CCCCC2C1)C1CCCC(C2C(C)CCC2C)C1,pass,5.0,,1135209-73-2,"N-[2-(dimethylamino)ethyl]-3-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-7-methyl-1,3-benzothiazol-2-yl)benzamide hydrochloride",General,,solid,1.0,0.33,33.0,F2018-2477,466.55,,,,,1.0,,,,8.0,,,111.29,1.93
LIC_01303,F0327-0324,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)c1ccc(N2C(=O)CCC2=O)cc1,ABGRZTCXARFLCY-UHFFFAOYSA-N,C20H14BrN3O3S,454.9939,28,insecticide,,nan,nan,CC(CC1CCC(C2CCCCC2)C1)C1CCC(C2C(C)CCC2C)CC1,pass,4.0,,313405-87-7,"N-[4-(4-bromophenyl)-1,3-thiazol-2-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",General,,solid,1.0,0.1,28.0,F0327-0324,456.31,,,,,1.0,,,,4.0,,,107.61,3.0
LIC_01304,F2750-0071,CC(C(=O)Nc1cc(Cl)ccc1O)N1C(=O)c2ccccc2S1(=O)=O,IFVFIDZMDMUWND-UHFFFAOYSA-N,C16H13ClN2O5S,380.0234,25,insecticide,,nan,nan,CC(CC1CCCCC1)CC1C(C)C2CCCCC2C1(C)C,pass,5.0,,899955-50-1,"N-(5-chloro-2-hydroxyphenyl)-2-(1,1,3-trioxo-2,3-dihydro-1lambda6,2-benzothiazol-2-yl)propanamide",General,,solid,2.0,0.12,25.0,F2750-0071,380.8,,,,,1.0,,,,3.0,,,112.16,2.57
LIC_01305,F3023-0302,O=C(O)c1cccnc1SC1CC(=O)N(c2ccc(O)cc2)C1=O,YRCMLBJLMROVGF-UHFFFAOYSA-N,C16H12N2O5S,344.0467,24,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,pass,6.0,,924873-64-3,"2-{[1-(4-hydroxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",General,,solid,2.0,0.12,24.0,F3023-0302,344.34,,,,,1.0,,,,4.0,,,133.1,0.84
LIC_01306,F5460-1190,CCOc1cccc2sc(-n3nc(C)cc3NC(=O)CN3C(=O)CCC3=O)nc12,YYMFBKAHUXWMRA-UHFFFAOYSA-N,C19H19N5O4S,413.1158,29,insecticide,,nan,nan,CC(CC1CCCC1C1CC2CCCCC2C1)CC1C(C)CCC1C,pass,6.0,,1172804-94-2,"2-(2,5-dioxopyrrolidin-1-yl)-N-[1-(4-ethoxy-1,3-benzothiazol-2-yl)-3-methyl-1H-pyrazol-5-yl]acetamide",General,,solid,1.0,0.32,29.0,F5460-1190,413.45,,,,,1.0,,,,6.0,,,134.66,2.6
LIC_01307,F2135-1746,Fc1ccc(CSc2ccc(Cl)cc2)cc1,KIUQWWIOPQFHGW-UHFFFAOYSA-N,C13H10ClFS,252.0176,16,insecticide,,nan,nan,C1CCC(CCC2CCCCC2)CC1,pass,0.0,,332-05-8,1-chloro-4-{[(4-fluorophenyl)methyl]sulfanyl}benzene,General,,solid,0.0,0.08,16.0,F2135-1746,252.73,,,,,1.0,,,PRI1967,3.0,0.835,,0.0,5.18
LIC_01308,F3023-0613,O=C(O)c1cccnc1SC1CC(=O)N(c2ccc(Cl)cc2)C1=O,OJTPSWWTNFEMPJ-UHFFFAOYSA-N,C16H11ClN2O4S,362.0128,24,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,pass,5.0,,838890-59-8,"2-{[1-(4-chlorophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",General,,solid,1.0,0.12,24.0,F3023-0613,362.79,,,,,1.0,,,,4.0,,,112.87,2.5
LIC_01309,F2710-0582,COc1ccc(Cl)c2sc(N(Cc3cccnc3)C(=O)CN3C(=O)CCC3=O)nc12,IMTJXWYRNFBZOM-UHFFFAOYSA-N,C20H17ClN4O4S,444.0659,30,insecticide,,nan,nan,CC1CCC(C)C1CC(C)C(CC1CCCCC1)C1CC2CCCCC2C1,pass,6.0,,886965-55-5,"N-(7-chloro-4-methoxy-1,3-benzothiazol-2-yl)-2-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-3-yl)methyl]acetamide",General,,solid,1.0,0.25,30.0,F2710-0582,444.89,,,,,1.0,,,,7.0,,,120.94,1.98
LIC_01310,F2756-0879,CCc1ccc2nc(N(CCN3CCOCC3)C(=O)c3ccc(N4C(=O)CCC4=O)cc3)sc2c1,SHOKWPQLBLNUFD-UHFFFAOYSA-N,C26H28N4O4S,492.1831,35,insecticide,,nan,nan,CC1CCC(C)C1C1CCC(C(C)C(CCC2CCCCC2)C2CC3CCCCC3C2)CC1,pass,5.0,,1330285-94-3,"4-(2,5-dioxopyrrolidin-1-yl)-N-(6-ethyl-1,3-benzothiazol-2-yl)-N-[2-(morpholin-4-yl)ethyl]benzamide hydrochloride",General,,solid,1.0,0.38,35.0,F2756-0879,492.59,,,,,1.0,,,,8.0,,,111.29,2.13
LIC_01311,F2189-0245,CN(C)c1ccc(C(CN)N2CCc3ccccc32)cc1,XQCDZEWIWQFYKM-UHFFFAOYSA-N,C18H23N3,281.1892,21,insecticide,,nan,nan,C1CCC(CC2CCC3CCCCC32)CC1,pass,2.0,,954568-18-4,"4-[2-amino-1-(2,3-dihydro-1H-indol-1-yl)ethyl]-N,N-dimethylaniline",General,,solid,3.0,0.33,21.0,F2189-0245,281.4,,,,,1.0,,,CHEMBL6437,4.0,0.804,,32.5,3.48
LIC_01312,F3385-2010,COc1ccc(-c2coc3c(CN(C)C)c(O)ccc3c2=O)cc1,ONLJPOVJEBGINZ-UHFFFAOYSA-N,C19H19NO4,325.1314,24,insecticide,,nan,nan,CC1C2CCCCC2CCC1C1CCCCC1,pass,4.0,,858766-37-7,8-[(dimethylamino)methyl]-7-hydroxy-3-(4-methoxyphenyl)-4H-chromen-4-one,General,,solid,2.0,0.21,24.0,F3385-2010,325.36,,,,,1.0,,,CHEMBL44,4.0,0.841,,59.0,2.43
LIC_01313,F2515-2511,COc1ccc(C)c2sc(N(Cc3cccnc3)C(=O)CN3C(=O)CCC3=O)nc12,SWICKNOOEBQMPE-UHFFFAOYSA-N,C21H20N4O4S,424.1205,30,insecticide,,nan,nan,CC1CCC(C)C1CC(C)C(CC1CCCCC1)C1CC2CCCCC2C1,pass,6.0,,895428-47-4,"2-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-7-methyl-1,3-benzothiazol-2-yl)-N-[(pyridin-3-yl)methyl]acetamide",General,,solid,1.0,0.29,30.0,F2515-2511,424.47,,,,,1.0,,,,7.0,,,120.94,1.76
LIC_01314,F3385-4424,COc1cc(OC)c2c(=O)c(-c3ccc(O)cc3)coc2c1,YZBVKMUAJDLNMZ-UHFFFAOYSA-N,C17H14O5,298.0841,22,insecticide,,nan,nan,CC1C2CCCCC2CCC1C1CCCCC1,pass,5.0,,69127-80-6,"3-(4-hydroxyphenyl)-5,7-dimethoxy-4H-chromen-4-one",General,,solid,1.0,0.12,22.0,F3385-4424,298.29,,,,,1.0,,,CHEMBL44,3.0,0.994,,64.99,2.46
LIC_01315,F2736-1881,O=C(c1ccc(N2C(=O)CCC2=O)cc1)N(CCCN1CCOCC1)c1nc2ccc(F)cc2s1,UGTZTAZNIVATBA-UHFFFAOYSA-N,C25H25FN4O4S,496.1581,35,insecticide,,nan,nan,CC1CCC(C)C1C1CCC(C(C)C(CCCC2CCCCC2)C2CC3CCCCC3C2)CC1,pass,5.0,,1330393-26-4,"4-(2,5-dioxopyrrolidin-1-yl)-N-(6-fluoro-1,3-benzothiazol-2-yl)-N-[3-(morpholin-4-yl)propyl]benzamide hydrochloride",General,,solid,1.0,0.36,35.0,F2736-1881,496.55,,,,,1.0,,,,8.0,,,111.29,1.46
LIC_01316,F0327-0331,O=C(Nc1nc(-c2cc(Cl)ccc2Cl)cs1)c1ccc(N2C(=O)CCC2=O)cc1,LJGQONIAMBIKNR-UHFFFAOYSA-N,C20H13Cl2N3O3S,445.0055,29,insecticide,,nan,nan,CC(CC1CCC(C2CCCCC2)C1)C1CCC(C2C(C)CCC2C)CC1,pass,4.0,,330200-80-1,"N-[4-(2,5-dichlorophenyl)-1,3-thiazol-2-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",General,,solid,1.0,0.1,29.0,F0327-0331,446.31,,,,,1.0,,,,4.0,,,107.61,3.31
LIC_01317,F0882-0937,O=C(Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccc(N2C(=O)CCC2=O)cc1,QPVUHUKRCMCWQS-UHFFFAOYSA-N,C20H13Cl2N3O3S,445.0055,29,insecticide,,nan,nan,CC(CC1CCC(C2CCCCC2)C1)C1CCC(C2C(C)CCC2C)CC1,pass,4.0,,477568-94-8,"N-[4-(2,4-dichlorophenyl)-1,3-thiazol-2-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",General,,solid,1.0,0.1,29.0,F0882-0937,446.31,,,,,1.0,,,,4.0,,,107.61,3.31
LIC_01318,F5614-0649,O=C(CN1C(=O)CCC1=O)N1CCN(Cc2nc3ccccc3n2Cc2ccccc2)CC1,AFZHYUBTSGEFFQ-UHFFFAOYSA-N,C25H27N5O3,445.2114,33,insecticide,,nan,nan,CC(CC1C(C)CCC1C)C1CCC(CC2CC3CCCCC3C2CC2CCCCC2)CC1,pass,4.0,,1170950-80-7,"1-(2-{4-[(1-benzyl-1H-1,3-benzodiazol-2-yl)methyl]piperazin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",General,,solid,1.0,0.36,33.0,F5614-0649,445.51,,,,,1.0,,,,7.0,,,78.75,2.55
LIC_01319,F2880-0923,CN(C)C(CNC(=O)c1ccc([N+](=O)[O-])cc1Cl)c1ccc(F)cc1,FPNHPIPZOBULFA-UHFFFAOYSA-N,C17H17ClFN3O3,365.0942,25,insecticide,,nan,nan,CC(CCCC1CCCCC1)C1CCCCC1,pass,3.0,,899744-96-8,2-chloro-N-[2-(dimethylamino)-2-(4-fluorophenyl)ethyl]-4-nitrobenzamide,General,,solid,2.0,0.24,25.0,F2880-0923,365.79,,,,,1.0,,,,6.0,,,75.48,3.18
LIC_01320,F3386-3208,CCCCNc1cnn(-c2ccccc2)c(=O)c1Cl,JCTAHTXBEAMDKO-UHFFFAOYSA-N,C14H16ClN3O,277.0982,19,insecticide,,nan,nan,CC1CCCCC1C1CCCCC1,pass,2.0,,98366-74-6,"5-(butylamino)-4-chloro-2-phenyl-2,3-dihydropyridazin-3-one",General,,solid,2.0,0.29,19.0,F3386-3208,277.75,,,,,1.0,,,CHEMBL1881194,5.0,0.806,,44.7,3.61
LIC_01321,F6064-4996,O=C(Nc1ccc(Cl)c(Cl)c1)N1CC(c2nc(-c3ccsc3)no2)C1,FUDBMLAKZULROL-UHFFFAOYSA-N,C16H12Cl2N4O2S,394.0058,25,insecticide,,nan,nan,CC(CC1CCCCC1)C1CC(C2CCC(C3CCCC3)C2)C1,pass,4.0,,1396749-87-3,"N-(3,4-dichlorophenyl)-3-[3-(thiophen-3-yl)-1,2,4-oxadiazol-5-yl]azetidine-1-carboxamide",General,,solid,1.0,0.19,25.0,F6064-4996,395.26,,,,,1.0,,,,4.0,,,99.5,3.14
LIC_01322,F2707-0450,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCn2cccc2C1c1cccnc1,HMIWULUVQLDELU-UHFFFAOYSA-N,C19H16Cl2N4O,386.0701,26,insecticide,,nan,nan,CC(CC1CCCCC1)C1CCC2CCCC2C1C1CCCCC1,pass,2.0,,899961-23-0,"N-(3,4-dichlorophenyl)-1-(pyridin-3-yl)-1H,2H,3H,4H-pyrrolo[1,2-a]pyrazine-2-carboxamide",General,,solid,2.0,0.16,26.0,F2707-0450,387.26,,,,,1.0,,,,3.0,,,50.16,3.29
LIC_01323,F2707-0484,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCn2cccc2C1c1ccncc1,XKQRCIKWKYQCDC-UHFFFAOYSA-N,C19H16Cl2N4O,386.0701,26,insecticide,,nan,nan,CC(CC1CCCCC1)C1CCC2CCCC2C1C1CCCCC1,pass,2.0,,899751-08-7,"N-(3,4-dichlorophenyl)-1-(pyridin-4-yl)-1H,2H,3H,4H-pyrrolo[1,2-a]pyrazine-2-carboxamide",General,,solid,2.0,0.16,26.0,F2707-0484,387.26,,,,,1.0,,,,3.0,,,50.16,3.29
LIC_01324,F2191-0179,O=C(O)c1cccnc1Cl,IBRSSZOHCGUTHI-UHFFFAOYSA-N,C6H4ClNO2,156.9931,10,insecticide,,nan,nan,C1CCCCC1,pass,3.0,,2942-59-8,2-chloropyridine-3-carboxylic acid,General,,solid,1.0,0.0,10.0,F2191-0179,157.55,,,,,1.0,,,CHEMBL1723657,1.0,0.872,,50.19,0.96
LIC_01325,F3115-0092,Cc1c(Cl)cccc1N1C(=O)CC(Sc2ncccc2C(=O)O)C1=O,BJIRTCHAYNLSLR-UHFFFAOYSA-N,C17H13ClN2O4S,376.0285,25,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,pass,5.0,,853751-47-0,"2-{[1-(3-chloro-2-methylphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",General,,solid,1.0,0.18,25.0,F3115-0092,376.81,,,,,1.0,,,,4.0,,,112.87,2.6
LIC_01326,F1614-0007,CCOCCn1c(Br)nc2c1c(=O)n(C)c(=O)n2C,CIWPYGKQNZGERT-UHFFFAOYSA-N,C11H15BrN4O3,330.0328,19,insecticide,,nan,nan,CC1CC(C)C2CCCC2C1,pass,4.0,,115308-41-3,"8-bromo-7-(2-ethoxyethyl)-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",General,,solid,1.0,0.55,19.0,F1614-0007,331.17,,,,,1.0,,,CHEMBL113,4.0,0.807,,67.67,1.17
LIC_01327,F0526-1893,CCN1CCc2c(sc(NC(=O)CN3C(=O)CCC3=O)c2-c2nc3ccccc3s2)C1,KAKULLNBAFFHCY-UHFFFAOYSA-N,C22H22N4O3S2,454.1133,31,insecticide,,nan,nan,CC(CC1CC2CCCCC2C1C1CC2CCCCC2C1)CC1C(C)CCC1C,pass,4.0,,1330325-74-0,"N-[3-(1,3-benzothiazol-2-yl)-6-ethyl-4H,5H,6H,7H-thieno[2,3-c]pyridin-2-yl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide hydrochloride",General,,solid,2.0,0.36,31.0,F0526-1893,454.57,,,,,1.0,,,,5.0,,,139.09,1.97
LIC_01328,F3325-0017,Cc1ccc(CN2C(=O)CC(Sc3ncccc3C(=O)O)C2=O)cc1,AQGNNQZNPLCEQN-UHFFFAOYSA-N,C18H16N2O4S,356.0831,25,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1CC1CCCCC1,pass,5.0,,881483-77-8,"2-({1-[(4-methylphenyl)methyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",General,,solid,1.0,0.22,25.0,F3325-0017,356.4,,,,,1.0,,,,5.0,,,112.87,2.75
LIC_01329,F0327-0342,O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1ccc(N2C(=O)CCC2=O)cc1,CWUBJYFYHRHQBO-UHFFFAOYSA-N,C20H13Cl2N3O3S,445.0055,29,insecticide,,nan,nan,CC(CC1CCC(C2CCCCC2)C1)C1CCC(C2C(C)CCC2C)CC1,pass,4.0,,392246-36-5,"N-[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",General,,solid,1.0,0.1,29.0,F0327-0342,446.31,,,,,1.0,,,,4.0,,,107.61,3.44
LIC_01330,F0700-0161,O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1cccc(N2C(=O)CCC2=O)c1,SXMAZUBSSDBCLK-UHFFFAOYSA-N,C20H13Cl2N3O3S,445.0055,29,insecticide,,nan,nan,CC(CC1CCC(C2CCCCC2)C1)C1CCCC(C2C(C)CCC2C)C1,pass,4.0,,477280-68-5,"N-[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]-3-(2,5-dioxopyrrolidin-1-yl)benzamide",General,,solid,1.0,0.1,29.0,F0700-0161,446.31,,,,,1.0,,,,4.0,,,107.61,3.44
LIC_01331,F2783-0439,O=C(Nc1cccc(N2CCCC2=O)c1)c1ccc([N+](=O)[O-])cc1Cl,XAXSSPAVGGMPCM-UHFFFAOYSA-N,C17H14ClN3O4,359.0673,25,insecticide,,nan,nan,CC(CC1CCCC(C2CCCC2C)C1)C1CCCCC1,pass,4.0,,941957-11-5,2-chloro-4-nitro-N-[3-(2-oxopyrrolidin-1-yl)phenyl]benzamide,General,,solid,1.0,0.18,25.0,F2783-0439,359.76,,,,,1.0,,,,4.0,,,92.55,2.74
LIC_01332,F2783-0088,O=C(Nc1ccc(N2CCCC2=O)cc1)c1ccc([N+](=O)[O-])cc1Cl,ZAAGJWAMKYCZMP-UHFFFAOYSA-N,C17H14ClN3O4,359.0673,25,insecticide,,nan,nan,CC(CC1CCC(C2CCCC2C)CC1)C1CCCCC1,pass,4.0,,941992-74-1,2-chloro-4-nitro-N-[4-(2-oxopyrrolidin-1-yl)phenyl]benzamide,General,,solid,1.0,0.18,25.0,F2783-0088,359.76,,,,,1.0,,,,4.0,,,92.55,2.74
LIC_01333,F2784-0552,Cc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1N1CCCCC1=O,MSKYHCKYVGAJDF-UHFFFAOYSA-N,C19H18ClN3O4,387.0986,27,insecticide,,nan,nan,CC(CC1CCCC(C2CCCCC2C)C1)C1CCCCC1,pass,4.0,,941873-25-2,2-chloro-N-[4-methyl-3-(2-oxopiperidin-1-yl)phenyl]-4-nitrobenzamide,General,,solid,1.0,0.26,27.0,F2784-0552,387.82,,,,,1.0,,,,4.0,,,92.55,3.4
LIC_01334,F3023-0928,CN(C)c1ccc(NC2CC(=O)N(c3ccccc3)C2=O)cc1,HXRNDGTURHLRLR-UHFFFAOYSA-N,C18H19N3O2,309.1477,23,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,pass,4.0,,1009537-29-4,"3-{[4-(dimethylamino)phenyl]amino}-1-phenylpyrrolidine-2,5-dione",General,,solid,2.0,0.22,23.0,F3023-0928,309.36,,,,,1.0,,,,4.0,,,52.65,2.65
LIC_01335,F0466-0056,O=C(Nc1ccc2c(c1)OCO2)c1cccc(N2C(=O)CCC2=O)c1,VNJUVFDBMLZZKU-UHFFFAOYSA-N,C18H14N2O5,338.0903,25,insecticide,,nan,nan,CC(CC1CCC2CCCC2C1)C1CCCC(C2C(C)CCC2C)C1,pass,5.0,,391867-81-5,"N-(2H-1,3-benzodioxol-5-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",General,,solid,1.0,0.17,25.0,F0466-0056,338.31,,,,,1.0,,,,3.0,,,84.94,0.85
LIC_01336,F2167-4302,CC(C)(C)c1ccc(C=O)cc1O,FSVIZUKIXXXTAE-UHFFFAOYSA-N,C11H14O2,178.0994,13,insecticide,,nan,nan,C1CCCCC1,pass,2.0,,532966-59-9,4-tert-butyl-3-hydroxybenzaldehyde,General,,solid,1.0,0.36,13.0,F2167-4302,178.23,,,,,1.0,,,CHEMBL29411,1.0,0.815,,37.3,3.17
LIC_01337,F5939-1203,O=C(c1cccc(N2C(=O)CCC2=O)c1)N1CCC(Oc2nc3c(Cl)cccc3s2)CC1,WTYWBDBULKTEHS-UHFFFAOYSA-N,C23H20ClN3O4S,469.0863,32,insecticide,,nan,nan,CC1CCC(C)C1C1CCCC(C(C)C2CCC(CC3CC4CCCCC4C3)CC2)C1,pass,5.0,,1331359-76-2,"1-(3-{4-[(4-chloro-1,3-benzothiazol-2-yl)oxy]piperidine-1-carbonyl}phenyl)pyrrolidine-2,5-dione",General,,solid,0.0,0.3,32.0,F5939-1203,469.94,,,,,1.0,,,,5.0,,,108.05,2.41
LIC_01338,F5461-0265,O=C(c1ccc(N2C(=O)CCC2=O)cc1)N1CCN(Cc2nc(-c3ccc(F)cc3)cs2)CC1,GHYZCDPLSIBSAW-UHFFFAOYSA-N,C25H23FN4O3S,478.1475,34,insecticide,,nan,nan,CC1CCC(C)C1C1CCC(C(C)C2CCC(CC3CCC(C4CCCCC4)C3)CC2)CC1,pass,4.0,,1215759-13-9,"1-[4-(4-{[4-(4-fluorophenyl)-1,3-thiazol-2-yl]methyl}piperazine-1-carbonyl)phenyl]pyrrolidine-2,5-dione hydrochloride",General,,solid,1.0,0.28,34.0,F5461-0265,478.54,,,,,1.0,,,,6.0,,,102.06,1.98
LIC_01339,F3023-0933,Cc1ccccc1N1C(=O)CC(Nc2ccc(N(C)C)cc2)C1=O,FTCCUWKLVDLBOM-UHFFFAOYSA-N,C19H21N3O2,323.1634,24,insecticide,,nan,nan,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,pass,4.0,,1009289-72-8,"3-{[4-(dimethylamino)phenyl]amino}-1-(2-methylphenyl)pyrrolidine-2,5-dione",General,,solid,2.0,0.26,24.0,F3023-0933,323.39,,,,,1.0,,,,4.0,,,52.65,2.75
LIC_01340,F0675-0110,CCCCCNC(=O)C(=O)c1c[nH]c2ccccc12,HBMBLPYIVNHYPE-UHFFFAOYSA-N,C15H18N2O2,258.1368,19,insecticide,,nan,nan,C1CCC2CCCC2C1,pass,2.0,,852367-55-6,2-(1H-indol-3-yl)-2-oxo-N-pentylacetamide,General,,solid,2.0,0.33,19.0,F0675-0110,258.32,,,,,1.0,,,CHEMBL487932,6.0,0.813,,61.96,3.05
LIC_01341,F2880-1008,O=C(NCC(c1ccc(F)cc1)N1CCOCC1)c1ccc([N+](=O)[O-])cc1Cl,AXQCTTVJJKVDGO-UHFFFAOYSA-N,C19H19ClFN3O4,407.1048,28,insecticide,,nan,nan,CC(CCC(C1CCCCC1)C1CCCCC1)C1CCCCC1,pass,4.0,,941896-76-0,2-chloro-N-[2-(4-fluorophenyl)-2-(morpholin-4-yl)ethyl]-4-nitrobenzamide,General,,solid,2.0,0.32,28.0,F2880-1008,407.82,,,,,1.0,,,,6.0,,,84.71,2.98
LIC_01342,F3139-2868,Cc1c(O)ccc2c(=O)c(-c3ccc4c(c3)OCCO4)coc12,YKOHPEAJECFKSC-UHFFFAOYSA-N,C18H14O5,310.0841,23,insecticide,,nan,nan,CC1C2CCCCC2CCC1C1CCC2CCCCC2C1,pass,5.0,,202914-32-7,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-8-methyl-4H-chromen-4-one",General,,solid,1.0,0.17,23.0,F3139-2868,310.3,,,,,1.0,,,CHEMBL44,1.0,0.817,,64.99,3.09
LIC_01343,F3205-0001,Cc1ccccc1N1C(=O)CC(Nc2ccc3c(c2)OCO3)C1=O,BQCGOKSDTJKOTL-UHFFFAOYSA-N,C18H16N2O4,324.111,24,insecticide,,nan,nan,CC1CC(CC2CCC3CCCC3C2)C(C)C1C1CCCCC1,pass,5.0,,1008268-26-5,"3-[(2H-1,3-benzodioxol-5-yl)amino]-1-(2-methylphenyl)pyrrolidine-2,5-dione",General,,solid,1.0,0.22,24.0,F3205-0001,324.33,,,,,1.0,,,,3.0,,,67.87,2.68
LIC_01344,F2666-0121,CC1C(=O)N2CCCc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4Cl)cc1c32,ZVEHNTRLZATJFH-UHFFFAOYSA-N,C19H16ClN3O4,385.0829,27,insecticide,,nan,nan,CC(CC1CC2CCCC3C(C)CC(C1)C23)C1CCCCC1,pass,4.0,,903334-80-5,"2-chloro-N-{3-methyl-2-oxo-1-azatricyclo[6.3.1.0^{4,12}]dodeca-4,6,8(12)-trien-6-yl}-4-nitrobenzamide",General,,solid,1.0,0.26,27.0,F2666-0121,385.8,,,,,1.0,,,,3.0,,,92.55,2.58
